cert_id,person_id,transition_id,cert_name,provider,hours,completion_date,is_industry_credential
412,756,1478,PMI CAPM,Amazon,97,2024-08-16,1
413,406,800,PMI CAPM,Pluralsight,96,2018-07-07,1
414,406,800,Cisco CCNA,Google,26,2020-12-20,1
415,406,800,PMI CAPM,IBM,24,2023-07-31,1
416,969,1916,Google Data Analytics,Google,19,2018-02-15,1
417,606,1176,Udemy Python Bootcamp,Amazon,92,2016-01-15,0
418,606,1176,PMI CAPM,LinkedIn Learning,94,2016-11-16,1
419,606,1176,AWS Certified Solutions Architect,Pluralsight,54,2021-09-26,1
420,421,830,AWS Certified Solutions Architect,Cisco,83,2018-04-06,0
421,421,830,PMI CAPM,Google,41,2015-08-22,0
422,465,916,Certified Scrum Master,Google,92,2016-06-17,0
423,465,916,Google Data Analytics,Microsoft,79,2020-07-26,0
424,465,916,AWS Certified Solutions Architect,Amazon,67,2024-10-16,1
425,1188,2355,AWS Certified Solutions Architect,IBM,83,2023-02-02,0
426,940,1852,Tableau Desktop Specialist,Google,41,2017-08-22,1
427,940,1852,Tableau Desktop Specialist,Pluralsight,49,2017-12-08,1
428,940,1852,Certified Scrum Master,Coursera,18,2019-10-11,0
429,193,385,Udemy Python Bootcamp,edX,89,2017-06-17,1
430,193,385,Udemy Python Bootcamp,Amazon,88,2017-02-23,1
431,193,385,Cisco CCNA,Udemy,37,2023-12-03,0
432,675,1315,Tableau Desktop Specialist,Coursera,91,2019-10-11,0
433,675,1315,Power BI Data Analyst,Udemy,48,2024-03-18,0
434,675,1315,AWS Certified Solutions Architect,edX,91,2018-08-28,1
435,352,703,Google Data Analytics,edX,39,2020-03-12,0
436,352,703,CompTIA A+,Udemy,29,2017-11-06,1
437,352,703,Udemy Python Bootcamp,Coursera,90,2023-02-28,1
438,859,1685,Certified Scrum Master,LinkedIn Learning,66,2021-06-28,0
439,859,1685,Power BI Data Analyst,edX,22,2021-12-23,1
440,859,1685,Cisco CCNA,IBM,96,2024-05-31,1
441,64,132,Google Data Analytics,Pluralsight,16,2015-10-31,1
442,64,132,PMI CAPM,Pluralsight,68,2024-08-28,0
443,64,132,Certified Scrum Master,Udemy,6,2023-11-05,0
444,1174,2330,Tableau Desktop Specialist,Amazon,41,2019-04-28,0
445,1174,2330,AWS Certified Solutions Architect,Cisco,8,2022-06-01,0
446,1174,2330,AWS Certified Solutions Architect,Udemy,45,2015-11-03,1
447,766,1501,Microsoft Excel Expert,Pluralsight,38,2016-05-29,1
448,1441,2853,AWS Certified Solutions Architect,Udemy,17,2023-08-12,0
449,1441,2853,PMI CAPM,IBM,11,2015-07-28,1
450,1441,2853,Certified Scrum Master,Microsoft,36,2019-09-03,1
451,262,530,AWS Certified Solutions Architect,edX,53,2015-02-20,1
452,262,530,Microsoft Excel Expert,Pluralsight,76,2018-06-21,0
453,262,530,AWS Certified Solutions Architect,LinkedIn Learning,51,2018-05-06,0
454,343,684,Certified Scrum Master,IBM,52,2020-02-08,0
455,1221,2425,Microsoft Excel Expert,Cisco,41,2024-06-01,0
456,472,928,Google Data Analytics,LinkedIn Learning,42,2015-02-01,1
457,472,928,PMI CAPM,Pluralsight,97,2016-03-23,0
458,472,928,Certified Scrum Master,IBM,48,2020-09-04,0
459,1335,2639,PMI CAPM,Amazon,56,2018-09-23,1
460,199,399,Power BI Data Analyst,edX,82,2022-06-18,0
461,199,399,AWS Certified Solutions Architect,IBM,6,2019-02-12,0
462,199,399,Udemy Python Bootcamp,IBM,39,2021-05-17,0
463,1232,2447,AWS Certified Solutions Architect,Udemy,53,2023-12-19,0
464,918,1808,CompTIA A+,Cisco,39,2021-10-16,0
465,918,1808,AWS Certified Solutions Architect,Microsoft,96,2021-10-23,0
466,918,1808,Microsoft Excel Expert,Amazon,76,2023-04-08,1
467,744,1455,Google Data Analytics,Pluralsight,75,2016-10-10,0
468,571,1108,AWS Certified Solutions Architect,Coursera,52,2020-11-19,0
469,571,1108,IBM Data Science Professional,IBM,95,2020-07-20,0
470,571,1108,PMI CAPM,LinkedIn Learning,41,2019-06-12,1
471,219,445,Google Data Analytics,Google,78,2019-08-21,0
472,454,891,Microsoft Excel Expert,Udemy,18,2022-02-03,0
473,454,891,Google Data Analytics,Udemy,9,2015-04-09,1
474,454,891,Tableau Desktop Specialist,IBM,70,2020-11-14,1
475,31,71,Google Data Analytics,Microsoft,28,2019-03-03,0
476,31,71,Tableau Desktop Specialist,Cisco,22,2024-12-18,1
477,57,121,Power BI Data Analyst,Coursera,28,2017-08-16,1
478,57,121,Cisco CCNA,Google,33,2021-09-07,0
479,57,121,Power BI Data Analyst,Microsoft,15,2015-09-12,0
480,1211,2403,AWS Certified Solutions Architect,Amazon,8,2022-06-11,0
481,1211,2403,AWS Certified Solutions Architect,Amazon,37,2023-03-30,0
482,1386,2740,Udemy Python Bootcamp,Microsoft,46,2019-07-20,0
483,1386,2740,AWS Certified Solutions Architect,Coursera,36,2021-11-08,1
484,1066,2124,Google Data Analytics,Udemy,8,2017-05-06,1
485,1066,2124,Microsoft Excel Expert,Coursera,24,2023-06-08,1
486,1066,2124,CompTIA A+,Microsoft,89,2017-04-25,0
487,431,851,Power BI Data Analyst,IBM,93,2015-10-26,1
488,431,851,CompTIA A+,IBM,72,2020-08-29,1
489,431,851,CompTIA A+,IBM,66,2018-07-05,0
490,725,1416,Certified Scrum Master,Udemy,51,2021-09-20,0
491,725,1416,Cisco CCNA,Coursera,79,2020-02-01,0
492,1145,2271,AWS Certified Solutions Architect,Google,10,2024-10-02,0
493,1145,2271,Google Data Analytics,IBM,99,2016-01-27,1
494,1145,2271,AWS Certified Solutions Architect,Pluralsight,44,2016-10-27,0
495,1006,1996,CompTIA A+,Udemy,27,2017-08-09,0
496,1051,2091,Microsoft Excel Expert,Pluralsight,46,2024-01-11,0
497,1346,2658,CompTIA A+,Google,48,2020-12-08,1
498,1237,2459,Tableau Desktop Specialist,Cisco,46,2021-12-14,0
499,1236,2458,Udemy Python Bootcamp,edX,23,2022-07-24,0
500,1449,2868,Power BI Data Analyst,IBM,88,2017-08-12,0
501,1449,2868,PMI CAPM,Microsoft,36,2023-07-13,0
502,1449,2868,Certified Scrum Master,Cisco,48,2021-03-14,1
503,621,1208,Udemy Python Bootcamp,Google,84,2015-09-22,1
504,621,1208,Tableau Desktop Specialist,Google,9,2017-11-26,1
505,621,1208,AWS Certified Solutions Architect,Udemy,50,2016-06-15,0
506,1068,2128,Google Data Analytics,Udemy,25,2021-01-29,1
507,839,1643,Microsoft Excel Expert,Amazon,26,2020-06-17,1
508,839,1643,IBM Data Science Professional,Cisco,34,2018-09-13,0
509,100,211,Microsoft Excel Expert,Amazon,9,2024-06-23,0
510,100,211,Certified Scrum Master,Udemy,67,2019-03-08,0
511,100,211,Google Data Analytics,Pluralsight,97,2015-05-02,0
512,533,1044,Tableau Desktop Specialist,Microsoft,98,2023-06-17,1
513,533,1044,IBM Data Science Professional,Pluralsight,86,2022-09-21,1
514,533,1044,CompTIA A+,Pluralsight,56,2020-10-14,1
515,529,1038,Tableau Desktop Specialist,LinkedIn Learning,43,2020-06-11,1
516,1347,2659,Cisco CCNA,LinkedIn Learning,85,2024-05-04,0
517,1173,2327,CompTIA A+,Udemy,46,2017-05-12,0
518,1173,2327,Cisco CCNA,Google,75,2016-07-09,1
519,1173,2327,Certified Scrum Master,IBM,31,2017-09-13,1
520,1179,2338,CompTIA A+,Coursera,99,2021-07-28,0
521,1179,2338,Tableau Desktop Specialist,Google,19,2018-02-07,1
522,630,1227,IBM Data Science Professional,LinkedIn Learning,57,2022-02-02,0
523,630,1227,Tableau Desktop Specialist,Pluralsight,76,2019-06-03,0
524,630,1227,Power BI Data Analyst,Microsoft,74,2018-09-13,0
525,1028,2048,Tableau Desktop Specialist,Udemy,21,2021-04-22,1
526,1028,2048,AWS Certified Solutions Architect,LinkedIn Learning,38,2021-10-07,1
527,271,546,CompTIA A+,LinkedIn Learning,40,2023-02-16,0
528,271,546,Tableau Desktop Specialist,Amazon,43,2023-09-17,0
529,1342,2651,CompTIA A+,LinkedIn Learning,12,2019-07-18,0
530,1342,2651,IBM Data Science Professional,IBM,19,2019-11-29,0
531,627,1220,Google Data Analytics,Google,95,2021-09-23,1
532,627,1220,Power BI Data Analyst,Pluralsight,84,2015-01-16,1
533,627,1220,Power BI Data Analyst,Pluralsight,69,2022-08-02,0
534,1043,2077,IBM Data Science Professional,Udemy,14,2024-07-19,1
535,1043,2077,IBM Data Science Professional,Pluralsight,11,2015-05-20,0
536,1043,2077,Cisco CCNA,Microsoft,78,2023-03-05,0
537,977,1932,Google Data Analytics,Udemy,16,2020-11-03,1
538,372,740,Udemy Python Bootcamp,Google,50,2016-05-25,1
539,372,740,Power BI Data Analyst,IBM,36,2024-07-27,1
540,372,740,Udemy Python Bootcamp,Amazon,36,2024-09-08,1
541,589,1139,Google Data Analytics,Udemy,94,2016-09-13,0
542,589,1139,AWS Certified Solutions Architect,LinkedIn Learning,82,2023-08-04,1
543,589,1139,Udemy Python Bootcamp,edX,94,2016-02-06,0
544,968,1914,Certified Scrum Master,Udemy,73,2022-10-05,1
545,1166,2315,Tableau Desktop Specialist,edX,50,2023-03-22,0
546,1147,2275,Cisco CCNA,Udemy,5,2021-05-16,1
547,1147,2275,IBM Data Science Professional,Udemy,81,2021-04-20,1
548,1147,2275,Udemy Python Bootcamp,Coursera,71,2016-03-01,1
549,237,483,Google Data Analytics,IBM,29,2017-08-09,0
550,597,1157,Google Data Analytics,IBM,20,2024-09-27,0
551,597,1157,CompTIA A+,Google,89,2019-09-20,0
552,963,1905,AWS Certified Solutions Architect,Udemy,56,2020-02-01,1
553,1446,2861,Google Data Analytics,Udemy,51,2016-08-19,1
554,1446,2861,IBM Data Science Professional,Pluralsight,84,2020-03-21,1
555,1446,2861,Microsoft Excel Expert,Microsoft,80,2017-10-23,1
556,1164,2310,Google Data Analytics,Amazon,58,2020-10-07,0
557,1164,2310,Cisco CCNA,IBM,16,2018-07-04,1
558,591,1143,AWS Certified Solutions Architect,Pluralsight,64,2016-09-15,0
559,209,423,Power BI Data Analyst,Pluralsight,90,2022-04-22,1
560,209,423,PMI CAPM,Amazon,38,2019-09-09,1
561,209,423,PMI CAPM,Google,17,2024-03-18,1
562,1075,2140,AWS Certified Solutions Architect,Microsoft,42,2018-01-10,1
563,1075,2140,CompTIA A+,edX,16,2023-11-06,1
564,900,1770,Certified Scrum Master,Cisco,40,2019-02-28,0
565,900,1770,Google Data Analytics,LinkedIn Learning,32,2023-10-20,1
566,900,1770,AWS Certified Solutions Architect,Microsoft,95,2020-09-20,0
567,354,708,Tableau Desktop Specialist,Microsoft,81,2024-09-14,1
568,354,708,Power BI Data Analyst,IBM,47,2023-02-04,0
569,354,708,Microsoft Excel Expert,Google,95,2019-08-18,0
570,59,125,Microsoft Excel Expert,Cisco,35,2022-06-26,0
571,59,125,Certified Scrum Master,Amazon,6,2022-07-27,1
572,59,125,IBM Data Science Professional,IBM,86,2022-05-23,1
573,304,610,Udemy Python Bootcamp,Coursera,46,2020-12-17,0
574,304,610,AWS Certified Solutions Architect,Microsoft,35,2021-06-14,0
575,1448,2865,IBM Data Science Professional,LinkedIn Learning,60,2020-06-06,0
576,844,1655,PMI CAPM,Pluralsight,87,2024-11-27,1
577,844,1655,Cisco CCNA,Amazon,18,2015-08-17,0
578,1262,2507,Microsoft Excel Expert,Coursera,33,2023-03-11,1
579,1262,2507,PMI CAPM,Pluralsight,85,2015-04-27,1
580,1431,2833,Tableau Desktop Specialist,edX,54,2021-02-25,0
581,1431,2833,Power BI Data Analyst,Google,67,2020-07-19,0
582,1210,2402,Microsoft Excel Expert,Udemy,77,2020-02-26,1
583,368,734,Udemy Python Bootcamp,Cisco,72,2019-06-25,1
584,1358,2684,CompTIA A+,Microsoft,75,2018-07-30,0
585,1358,2684,Udemy Python Bootcamp,Udemy,15,2020-03-15,0
586,1198,2373,CompTIA A+,Google,87,2018-10-15,1
587,1198,2373,Tableau Desktop Specialist,Microsoft,7,2022-05-07,1
588,1305,2585,AWS Certified Solutions Architect,Google,47,2024-02-20,0
589,1233,2449,IBM Data Science Professional,Microsoft,23,2023-01-04,0
590,705,1376,AWS Certified Solutions Architect,Coursera,62,2023-05-20,1
591,705,1376,PMI CAPM,LinkedIn Learning,29,2016-09-24,0
592,705,1376,CompTIA A+,LinkedIn Learning,49,2020-09-20,0
593,234,476,CompTIA A+,Pluralsight,52,2021-12-25,1
594,234,476,CompTIA A+,LinkedIn Learning,54,2024-08-03,0
595,619,1205,Google Data Analytics,IBM,48,2017-12-21,1
596,197,394,Tableau Desktop Specialist,edX,37,2017-05-25,1
597,197,394,Cisco CCNA,Udemy,82,2015-01-17,1
598,197,394,Certified Scrum Master,Udemy,32,2024-11-27,1
599,1260,2501,Tableau Desktop Specialist,Cisco,59,2019-07-09,1
600,1260,2501,Cisco CCNA,Coursera,37,2015-12-01,0
601,82,169,IBM Data Science Professional,Cisco,19,2023-04-14,0
602,82,169,Udemy Python Bootcamp,edX,65,2021-11-21,1
603,1405,2780,Certified Scrum Master,Google,40,2019-02-06,0
604,1405,2780,Certified Scrum Master,LinkedIn Learning,19,2020-01-29,0
605,1405,2780,IBM Data Science Professional,edX,57,2016-11-30,0
606,598,1160,Cisco CCNA,IBM,52,2020-11-18,0
607,598,1160,PMI CAPM,Amazon,98,2018-08-01,1
608,1157,2298,Google Data Analytics,edX,19,2021-02-14,1
609,1157,2298,Power BI Data Analyst,Udemy,67,2022-11-22,0
610,112,234,Cisco CCNA,LinkedIn Learning,91,2022-12-09,1
611,1277,2534,CompTIA A+,Cisco,54,2017-02-15,0
612,1277,2534,AWS Certified Solutions Architect,Coursera,64,2015-11-13,0
613,1277,2534,Microsoft Excel Expert,Microsoft,63,2015-10-24,0
614,781,1532,PMI CAPM,Coursera,33,2016-11-13,1
615,781,1532,Google Data Analytics,Udemy,79,2017-02-03,1
616,781,1532,IBM Data Science Professional,Coursera,86,2020-08-31,1
617,984,1948,CompTIA A+,IBM,77,2019-04-17,0
618,984,1948,Certified Scrum Master,Coursera,90,2022-11-12,1
619,984,1948,Google Data Analytics,IBM,15,2022-09-27,0
620,800,1573,IBM Data Science Professional,Pluralsight,66,2018-11-22,0
621,1266,2516,Cisco CCNA,Pluralsight,12,2019-11-23,1
622,1266,2516,CompTIA A+,edX,55,2019-06-22,1
623,1266,2516,Power BI Data Analyst,Coursera,61,2019-02-02,1
624,1151,2286,Udemy Python Bootcamp,Pluralsight,28,2016-03-21,1
625,1151,2286,CompTIA A+,Google,45,2019-06-19,1
626,1151,2286,Certified Scrum Master,Amazon,53,2024-02-17,1
627,825,1615,Power BI Data Analyst,Pluralsight,50,2023-03-25,0
628,825,1615,PMI CAPM,Cisco,40,2017-04-09,0
629,383,762,Cisco CCNA,IBM,82,2017-12-10,1
630,383,762,Cisco CCNA,Microsoft,11,2020-12-29,1
631,539,1054,Google Data Analytics,Udemy,95,2021-03-19,1
632,539,1054,Power BI Data Analyst,edX,52,2022-12-19,0
633,1494,2963,Certified Scrum Master,Amazon,79,2023-07-07,0
634,1113,2214,PMI CAPM,Udemy,12,2020-09-23,0
635,325,649,Certified Scrum Master,Amazon,47,2021-10-29,1
636,325,649,Power BI Data Analyst,edX,62,2019-05-01,1
637,325,649,Cisco CCNA,Udemy,85,2016-10-07,0
638,362,722,PMI CAPM,Coursera,50,2018-10-19,1
639,362,722,Tableau Desktop Specialist,Coursera,38,2020-10-29,1
640,1488,2951,Power BI Data Analyst,LinkedIn Learning,76,2019-08-07,1
641,1030,2053,Power BI Data Analyst,edX,95,2023-04-20,0
642,1030,2053,Tableau Desktop Specialist,Microsoft,25,2020-04-04,1
643,708,1381,Cisco CCNA,Google,9,2016-08-14,0
644,708,1381,Certified Scrum Master,Google,21,2021-09-11,0
645,708,1381,Cisco CCNA,IBM,76,2024-01-31,0
646,333,663,Power BI Data Analyst,Udemy,9,2020-08-05,1
647,333,663,CompTIA A+,IBM,27,2021-05-13,0
648,333,663,Microsoft Excel Expert,edX,87,2022-12-15,1
649,430,849,Microsoft Excel Expert,Udemy,14,2018-08-22,1
650,430,849,Certified Scrum Master,edX,35,2020-05-05,1
651,1243,2468,Certified Scrum Master,Cisco,26,2017-07-31,0
652,426,840,Certified Scrum Master,Udemy,43,2019-01-17,1
653,629,1226,Certified Scrum Master,edX,35,2017-06-17,1
654,629,1226,PMI CAPM,Udemy,47,2024-02-16,0
655,1112,2210,Microsoft Excel Expert,Udemy,81,2021-03-28,1
656,1112,2210,Google Data Analytics,Coursera,98,2021-05-05,1
657,1112,2210,Certified Scrum Master,Udemy,40,2020-12-11,1
658,678,1322,Microsoft Excel Expert,Microsoft,72,2024-05-27,0
659,678,1322,Tableau Desktop Specialist,Udemy,59,2015-04-20,0
660,678,1322,Microsoft Excel Expert,Udemy,72,2024-11-25,0
661,694,1356,Udemy Python Bootcamp,Cisco,51,2020-11-07,0
662,694,1356,IBM Data Science Professional,Pluralsight,10,2023-04-08,1
663,758,1482,Udemy Python Bootcamp,LinkedIn Learning,32,2020-02-16,0
664,758,1482,Power BI Data Analyst,Microsoft,34,2023-04-20,0
665,758,1482,Tableau Desktop Specialist,Microsoft,31,2021-02-28,0
666,255,515,AWS Certified Solutions Architect,IBM,43,2023-07-14,1
667,1095,2180,Udemy Python Bootcamp,LinkedIn Learning,48,2016-08-30,1
668,1095,2180,CompTIA A+,IBM,19,2021-12-15,1
669,1095,2180,IBM Data Science Professional,Coursera,87,2021-11-05,1
670,917,1807,Power BI Data Analyst,Google,36,2015-10-03,1
671,917,1807,Tableau Desktop Specialist,edX,33,2017-08-23,0
672,1186,2351,Cisco CCNA,Cisco,10,2024-01-12,0
673,1186,2351,Cisco CCNA,IBM,94,2019-06-20,0
674,1186,2351,CompTIA A+,Pluralsight,31,2016-12-31,0
675,669,1306,Microsoft Excel Expert,edX,32,2018-04-16,1
676,669,1306,Microsoft Excel Expert,IBM,9,2021-12-26,1
677,669,1306,IBM Data Science Professional,Cisco,45,2017-11-07,1
678,842,1651,Microsoft Excel Expert,Pluralsight,84,2019-01-20,0
679,842,1651,IBM Data Science Professional,Cisco,22,2018-08-19,0
680,807,1586,Microsoft Excel Expert,IBM,47,2020-02-20,1
681,1457,2886,PMI CAPM,Microsoft,78,2022-07-22,0
682,87,183,Microsoft Excel Expert,LinkedIn Learning,14,2015-01-12,1
683,1422,2815,Microsoft Excel Expert,edX,84,2020-02-11,0
684,1422,2815,PMI CAPM,Cisco,93,2015-04-24,1
685,266,536,Power BI Data Analyst,Google,38,2022-11-29,0
686,288,580,Certified Scrum Master,Google,37,2016-09-24,0
687,288,580,CompTIA A+,Amazon,8,2019-04-13,1
688,288,580,Udemy Python Bootcamp,Cisco,48,2021-10-24,1
689,1484,2945,Udemy Python Bootcamp,Coursera,80,2022-07-25,1
690,1484,2945,Udemy Python Bootcamp,Microsoft,35,2016-08-19,0
691,893,1760,Cisco CCNA,Amazon,62,2019-05-01,1
692,893,1760,AWS Certified Solutions Architect,Pluralsight,64,2023-05-20,1
693,1496,2966,Certified Scrum Master,Cisco,40,2023-04-28,1
694,1496,2966,PMI CAPM,LinkedIn Learning,74,2019-03-06,0
695,979,1936,IBM Data Science Professional,Google,64,2019-12-13,0
696,535,1048,Certified Scrum Master,Microsoft,51,2017-02-12,1
697,535,1048,Certified Scrum Master,edX,50,2024-06-16,0
698,535,1048,Power BI Data Analyst,Google,84,2020-12-10,1
699,1001,1984,Udemy Python Bootcamp,Microsoft,48,2020-06-07,1
700,1001,1984,Microsoft Excel Expert,IBM,23,2024-09-23,1
701,1001,1984,Microsoft Excel Expert,IBM,53,2020-10-13,1
702,222,452,PMI CAPM,Pluralsight,92,2015-09-17,0
703,222,452,Microsoft Excel Expert,Cisco,62,2023-10-25,1
704,114,239,Tableau Desktop Specialist,Amazon,11,2018-09-08,1
705,114,239,CompTIA A+,Google,98,2023-06-30,0
706,114,239,AWS Certified Solutions Architect,Microsoft,45,2019-10-27,0
707,673,1313,Microsoft Excel Expert,Coursera,19,2021-05-05,0
708,673,1313,Certified Scrum Master,LinkedIn Learning,80,2021-11-05,0
709,584,1132,Cisco CCNA,Udemy,97,2015-08-19,1
710,175,352,Microsoft Excel Expert,edX,81,2017-02-01,1
711,175,352,CompTIA A+,Microsoft,77,2022-11-07,0
712,175,352,Certified Scrum Master,edX,92,2015-06-07,0
713,536,1050,IBM Data Science Professional,Microsoft,98,2018-04-01,1
714,536,1050,PMI CAPM,Udemy,69,2021-08-09,0
715,536,1050,CompTIA A+,Amazon,64,2016-09-18,0
716,1079,2145,PMI CAPM,LinkedIn Learning,62,2015-04-30,0
717,1079,2145,PMI CAPM,Coursera,51,2016-04-28,1
718,1177,2336,CompTIA A+,Coursera,13,2022-10-30,1
719,1177,2336,Microsoft Excel Expert,edX,17,2020-12-01,1
720,1177,2336,Tableau Desktop Specialist,Pluralsight,27,2015-07-14,1
721,1107,2201,Udemy Python Bootcamp,Microsoft,13,2015-09-02,1
722,983,1945,Udemy Python Bootcamp,Pluralsight,98,2016-10-13,0
723,983,1945,Cisco CCNA,Amazon,77,2022-06-16,0
724,983,1945,PMI CAPM,Coursera,29,2015-08-08,0
725,286,576,AWS Certified Solutions Architect,Amazon,92,2021-07-09,1
726,868,1709,Udemy Python Bootcamp,Google,40,2022-10-29,0
727,868,1709,Google Data Analytics,Pluralsight,93,2024-09-29,1
728,868,1709,Cisco CCNA,Udemy,24,2019-08-03,1
729,375,746,CompTIA A+,IBM,58,2024-10-10,1
730,1197,2372,Cisco CCNA,Udemy,23,2015-07-27,0
731,1197,2372,IBM Data Science Professional,Microsoft,64,2023-04-26,0
732,32,74,Power BI Data Analyst,edX,7,2024-03-28,0
733,552,1073,CompTIA A+,Amazon,96,2022-05-11,1
734,552,1073,AWS Certified Solutions Architect,Cisco,90,2018-01-11,0
735,552,1073,Cisco CCNA,Cisco,23,2024-01-01,1
736,211,429,Cisco CCNA,Microsoft,50,2020-04-26,0
737,1047,2084,Cisco CCNA,Pluralsight,35,2020-05-03,0
738,1047,2084,Tableau Desktop Specialist,Google,57,2016-08-31,0
739,924,1819,IBM Data Science Professional,Google,38,2021-10-08,0
740,810,1590,CompTIA A+,edX,64,2017-08-27,1
741,810,1590,Google Data Analytics,edX,15,2016-11-13,0
742,810,1590,Google Data Analytics,Cisco,10,2021-03-19,1
743,618,1204,CompTIA A+,IBM,11,2024-11-02,0
744,618,1204,Tableau Desktop Specialist,Udemy,53,2019-01-08,1
745,618,1204,Microsoft Excel Expert,Google,76,2024-05-08,1
746,933,1840,CompTIA A+,IBM,51,2024-12-16,1
747,620,1206,AWS Certified Solutions Architect,edX,31,2022-03-21,0
748,620,1206,Udemy Python Bootcamp,Google,98,2022-07-29,1
749,620,1206,Google Data Analytics,Udemy,26,2021-11-01,1
750,189,377,Google Data Analytics,Cisco,97,2019-04-03,0
751,189,377,Microsoft Excel Expert,Google,52,2021-01-02,1
752,189,377,CompTIA A+,IBM,34,2018-05-14,1
753,711,1387,CompTIA A+,Coursera,19,2022-04-16,1
754,711,1387,PMI CAPM,Coursera,51,2023-04-13,0
755,937,1847,CompTIA A+,Pluralsight,75,2019-02-01,1
756,937,1847,Tableau Desktop Specialist,Microsoft,31,2021-04-05,1
757,937,1847,PMI CAPM,LinkedIn Learning,89,2021-01-21,0
758,1169,2321,AWS Certified Solutions Architect,edX,59,2023-12-20,0
759,1220,2421,Power BI Data Analyst,Coursera,79,2021-12-07,0
760,1098,2185,PMI CAPM,Amazon,14,2015-10-10,1
761,1098,2185,Power BI Data Analyst,Cisco,37,2023-04-27,1
762,1098,2185,IBM Data Science Professional,LinkedIn Learning,82,2015-12-26,0
763,902,1774,Tableau Desktop Specialist,LinkedIn Learning,12,2022-09-24,1
764,84,175,PMI CAPM,Udemy,11,2017-03-06,0
765,702,1369,Power BI Data Analyst,edX,75,2017-04-05,1
766,702,1369,Udemy Python Bootcamp,Amazon,11,2024-02-01,0
767,49,101,Microsoft Excel Expert,Cisco,59,2024-02-28,1
768,1284,2548,Google Data Analytics,Coursera,88,2018-08-25,0
769,1284,2548,PMI CAPM,Google,22,2019-08-06,1
770,1284,2548,Microsoft Excel Expert,Cisco,47,2016-06-14,0
771,156,317,Google Data Analytics,LinkedIn Learning,82,2018-08-20,0
772,1152,2288,Power BI Data Analyst,Microsoft,18,2018-12-03,0
773,1142,2266,Power BI Data Analyst,Cisco,61,2020-11-16,0
774,975,1929,Udemy Python Bootcamp,LinkedIn Learning,50,2016-10-23,1
775,975,1929,PMI CAPM,IBM,30,2018-04-19,0
776,975,1929,Microsoft Excel Expert,Amazon,95,2015-02-15,1
777,1058,2104,Power BI Data Analyst,Google,46,2016-04-07,0
778,808,1587,Udemy Python Bootcamp,IBM,96,2019-08-18,0
779,808,1587,PMI CAPM,Amazon,47,2018-03-23,1
780,1230,2445,IBM Data Science Professional,Amazon,36,2015-10-20,1
781,1230,2445,AWS Certified Solutions Architect,Microsoft,92,2022-12-18,0
782,1481,2936,Udemy Python Bootcamp,Pluralsight,78,2020-04-09,0
783,1481,2936,PMI CAPM,Udemy,71,2017-10-22,0
784,1437,2848,Power BI Data Analyst,Coursera,33,2023-05-19,1
785,1437,2848,AWS Certified Solutions Architect,IBM,38,2020-04-08,1
786,1437,2848,AWS Certified Solutions Architect,edX,11,2018-11-09,0
787,180,361,Certified Scrum Master,LinkedIn Learning,81,2022-05-09,0
788,1356,2680,PMI CAPM,Google,89,2021-11-22,0
789,1356,2680,Certified Scrum Master,Coursera,35,2018-10-30,1
790,1247,2474,Udemy Python Bootcamp,Coursera,49,2020-05-02,0
791,1041,2074,Udemy Python Bootcamp,LinkedIn Learning,81,2023-03-01,1
792,1041,2074,Cisco CCNA,Google,85,2024-08-29,1
793,1041,2074,CompTIA A+,edX,76,2022-01-16,1
794,950,1876,IBM Data Science Professional,Coursera,77,2022-07-07,1
795,817,1602,AWS Certified Solutions Architect,LinkedIn Learning,66,2016-01-24,0
796,817,1602,CompTIA A+,edX,75,2019-07-24,0
797,364,728,Microsoft Excel Expert,Coursera,9,2023-11-07,1
798,1178,2337,AWS Certified Solutions Architect,Amazon,5,2015-05-19,1
799,1199,2377,Udemy Python Bootcamp,LinkedIn Learning,98,2018-05-03,0
800,347,694,AWS Certified Solutions Architect,Cisco,39,2015-03-10,1
801,347,694,Google Data Analytics,LinkedIn Learning,76,2015-11-17,0
802,347,694,AWS Certified Solutions Architect,edX,34,2022-10-06,0
803,1011,2006,Microsoft Excel Expert,Coursera,89,2018-11-19,0
804,1011,2006,Power BI Data Analyst,Google,19,2021-03-13,1
805,1011,2006,PMI CAPM,edX,60,2022-06-08,0
806,615,1197,Certified Scrum Master,Udemy,6,2021-03-16,0
807,615,1197,Tableau Desktop Specialist,Google,78,2024-07-16,1
808,615,1197,IBM Data Science Professional,Cisco,68,2017-08-10,0
809,966,1911,PMI CAPM,Amazon,95,2021-08-19,0
810,1274,2531,IBM Data Science Professional,Coursera,72,2015-06-06,1
811,590,1141,Google Data Analytics,Google,17,2023-09-27,0
812,590,1141,AWS Certified Solutions Architect,LinkedIn Learning,85,2017-12-17,0
813,590,1141,Google Data Analytics,Udemy,89,2020-10-30,1
814,1289,2556,IBM Data Science Professional,LinkedIn Learning,54,2018-02-01,1
815,1289,2556,Tableau Desktop Specialist,LinkedIn Learning,83,2022-01-23,0
816,1289,2556,Tableau Desktop Specialist,Pluralsight,82,2019-01-14,1
817,632,1231,IBM Data Science Professional,LinkedIn Learning,41,2023-01-04,1
818,244,495,Tableau Desktop Specialist,Coursera,97,2019-07-02,0
819,244,495,Tableau Desktop Specialist,Amazon,27,2016-02-29,1
820,1375,2717,Tableau Desktop Specialist,IBM,68,2017-05-29,1
