reason_id,person_id,transition_id,reason_type,reason_comment
510,1278,2536,Work-life balance,Current job had long hours with no flexibility.
511,796,1564,Pursuing passion,Previous job wasn't aligned with my goals.
512,796,1564,Remote work opportunity,Wanted to work from home for better flexibility.
513,796,1564,Laid off,Got laid off and had to start over.
514,496,980,Better salary,Needed better compensation for my skills.
515,415,813,Job dissatisfaction,didn't enjoy the work I was doing.
516,415,813,Desire for stability,Wanted a more secure job long-term.
517,1003,1990,Job dissatisfaction,Company culture wasn't a good fit.
518,109,228,Burnout,Mentally exhausted from constant pressure.
519,109,228,Laid off,Position was eliminated unexpectedly.
520,109,228,Job dissatisfaction,Felt unmotivated in my previous role.
521,1109,2206,Desire for stability,Seeking consistent income and benefits.
522,106,220,Industry decline,Needed to move to a growing sector.
523,106,220,Flexible schedule,Old job didn't offer schedule flexibility.
524,1485,2946,Desire for stability,Seeking consistent income and benefits.
525,1485,2946,Laid off,Company downsized and I lost my job.
526,1485,2946,Better salary,Needed better compensation for my skills.
527,318,635,Industry decline,Old industry was shrinking with few jobs.
528,318,635,Remote work opportunity,Wanted to work from home for better flexibility.
529,221,448,Better salary,Wanted to earn more to support my family.
530,221,448,Work-life balance,Needed more time for family and health.
531,376,748,Better salary,Old job didn't pay enough to cover living costs.
532,376,748,Relocation,Relocated due to family reasons.
533,376,748,Job dissatisfaction,Company culture wasn't a good fit.
534,1396,2762,Pursuing passion,Switched to something I'm genuinely excited about.
535,1091,2169,Relocation,Relocation forced a change in career.
536,1091,2169,Work-life balance,Current job had long hours with no flexibility.
537,1255,2491,Job dissatisfaction,didn't enjoy the work I was doing.
538,1255,2491,Burnout,Too much stress in the previous role.
539,1255,2491,Career growth,Wanted to pursue a leadership role.
540,224,454,Job dissatisfaction,didn't enjoy the work I was doing.
541,224,454,Burnout,Mentally exhausted from constant pressure.
542,271,544,Burnout,Job was emotionally draining.
543,343,684,Relocation,Relocation forced a change in career.
544,343,684,Work-life balance,Current job had long hours with no flexibility.
545,813,1596,Flexible schedule,Wanted better control over my time.
546,813,1596,Laid off,Got laid off and had to start over.
547,1057,2103,Pursuing passion,Switched to something I'm genuinely excited about.
548,1057,2103,Work-life balance,Needed more time for family and health.
549,139,284,Relocation,Relocation forced a change in career.
550,139,284,Job dissatisfaction,Company culture wasn't a good fit.
551,1007,1997,Industry decline,Needed to move to a growing sector.
552,1415,2804,Work-life balance,Burned out from constant overtime.
553,1415,2804,Pursuing passion,Switched to something I'm genuinely excited about.
554,1415,2804,Better salary,Wanted to earn more to support my family.
555,750,1466,Relocation,Relocation forced a change in career.
556,750,1466,Remote work opportunity,Old job required daily commuting.
557,798,1568,Desire for stability,Seeking consistent income and benefits.
558,1105,2197,Career growth,Wanted to pursue a leadership role.
559,1105,2197,Desire for stability,Wanted a more secure job long-term.
560,1252,2485,Laid off,Position was eliminated unexpectedly.
561,1252,2485,Better salary,Old job didn't pay enough to cover living costs.
562,829,1624,Pursuing passion,Previous job wasn't aligned with my goals.
563,829,1624,Better salary,Wanted to earn more to support my family.
564,530,1039,Industry decline,Needed to move to a growing sector.
565,745,1456,Burnout,Mentally exhausted from constant pressure.
566,745,1456,Work-life balance,Needed more time for family and health.
567,960,1898,Work-life balance,Needed more time for family and health.
568,960,1898,Flexible schedule,Old job didn't offer schedule flexibility.
569,339,677,Work-life balance,Current job had long hours with no flexibility.
570,339,677,Industry decline,Old industry was shrinking with few jobs.
571,339,677,Burnout,Job was emotionally draining.
572,1000,1983,Flexible schedule,Wanted better control over my time.
573,1122,2228,Work-life balance,Current job had long hours with no flexibility.
574,1122,2228,Flexible schedule,Old job didn't offer schedule flexibility.
575,1122,2228,Desire for stability,Old industry was unpredictable.
576,180,361,Work-life balance,Current job had long hours with no flexibility.
577,180,361,Remote work opportunity,"New role allows remote work, which I prefer."
578,180,361,Better salary,Old job didn't pay enough to cover living costs.
579,841,1648,Job dissatisfaction,didn't enjoy the work I was doing.
580,841,1648,Work-life balance,Needed more time for family and health.
581,841,1648,Relocation,Relocated due to family reasons.
582,690,1345,Career growth,Felt stuck in the same position for too long.
583,690,1345,Desire for stability,Seeking consistent income and benefits.
584,690,1345,Industry decline,Old industry was shrinking with few jobs.
585,625,1216,Better salary,Needed better compensation for my skills.
586,625,1216,Laid off,Company downsized and I lost my job.
587,762,1492,Relocation,Moved to a new city and needed a job switch.
588,762,1492,Remote work opportunity,Wanted to work from home for better flexibility.
589,762,1492,Career growth,Wanted to pursue a leadership role.
590,1276,2533,Industry decline,Needed to move to a growing sector.
591,303,607,Flexible schedule,Old job didn't offer schedule flexibility.
592,303,607,Remote work opportunity,"New role allows remote work, which I prefer."
593,1285,2549,Desire for stability,Old industry was unpredictable.
594,1285,2549,Relocation,Relocation forced a change in career.
595,1285,2549,Industry decline,Saw layoffs and instability in my field.
596,1425,2820,Career growth,Wanted to pursue a leadership role.
597,1425,2820,Desire for stability,N/A
598,1425,2820,Flexible schedule,Needed part-time or flexible working hours.
599,1113,2213,Desire for stability,Wanted a more secure job long-term.
600,78,160,Work-life balance,Current job had long hours with no flexibility.
601,28,63,Relocation,Relocated due to family reasons.
602,28,63,Career growth,Felt stuck in the same position for too long.
603,28,63,Laid off,Got laid off and had to start over.
604,1235,2455,Better salary,Needed better compensation for my skills.
605,1235,2455,Industry decline,Needed to move to a growing sector.
606,1235,2455,Job dissatisfaction,Company culture wasn't a good fit.
607,362,723,Career growth,Wanted to pursue a leadership role.
608,362,723,Industry decline,Saw layoffs and instability in my field.
609,362,723,Burnout,Job was emotionally draining.
610,1249,2479,Remote work opportunity,Old job required daily commuting.
611,1249,2479,Relocation,Moved to a new city and needed a job switch.
612,1249,2479,Desire for stability,Seeking consistent income and benefits.
613,1402,2773,Industry decline,Saw layoffs and instability in my field.
614,1402,2773,Relocation,Moved to a new city and needed a job switch.
615,1402,2773,Burnout,Job was emotionally draining.
616,407,801,Work-life balance,Current job had long hours with no flexibility.
617,652,1267,Pursuing passion,Switched to something I'm genuinely excited about.
618,1341,2650,Desire for stability,Old industry was unpredictable.
619,1341,2650,Career growth,No opportunities to move up in the company.
620,968,1914,Desire for stability,Seeking consistent income and benefits.
621,968,1914,Better salary,Needed better compensation for my skills.
622,987,1954,Desire for stability,Old industry was unpredictable.
623,943,1859,Pursuing passion,Wanted to follow my true interests.
624,943,1859,Relocation,Relocated due to family reasons.
625,1092,2170,Industry decline,Saw layoffs and instability in my field.
626,1092,2170,Job dissatisfaction,didn't enjoy the work I was doing.
627,1092,2170,Career growth,Felt stuck in the same position for too long.
628,456,895,Flexible schedule,Needed part-time or flexible working hours.
629,456,895,Pursuing passion,Wanted to follow my true interests.
630,706,1377,Career growth,No opportunities to move up in the company.
631,706,1377,Work-life balance,Burned out from constant overtime.
632,706,1377,Pursuing passion,Wanted to follow my true interests.
633,1480,2935,Job dissatisfaction,Company culture wasn't a good fit.
634,1480,2935,Laid off,Position was eliminated unexpectedly.
635,1480,2935,Career growth,Wanted to pursue a leadership role.
636,799,1571,Better salary,Needed better compensation for my skills.
637,799,1571,Job dissatisfaction,didn't enjoy the work I was doing.
638,1129,2244,Career growth,Felt stuck in the same position for too long.
639,1129,2244,Burnout,Too much stress in the previous role.
640,847,1659,Desire for stability,Old industry was unpredictable.
641,847,1659,Work-life balance,Burned out from constant overtime.
642,847,1659,Relocation,Moved to a new city and needed a job switch.
643,1433,2838,Better salary,Old job didn't pay enough to cover living costs.
644,1044,2080,Job dissatisfaction,Felt unmotivated in my previous role.
645,1044,2080,Flexible schedule,Old job didn't offer schedule flexibility.
646,586,1135,Better salary,Needed better compensation for my skills.
647,586,1135,Pursuing passion,Wanted to follow my true interests.
648,11,24,Career growth,No opportunities to move up in the company.
649,1019,2029,Desire for stability,Seeking consistent income and benefits.
650,1019,2029,Industry decline,Old industry was shrinking with few jobs.
651,918,1808,Job dissatisfaction,Felt unmotivated in my previous role.
652,918,1808,Career growth,Wanted to pursue a leadership role.
653,918,1808,Burnout,Job was emotionally draining.
654,1486,2947,Industry decline,Old industry was shrinking with few jobs.
655,950,1875,Remote work opportunity,"New role allows remote work, which I prefer."
656,72,147,Desire for stability,Old industry was unpredictable.
657,72,147,Career growth,No opportunities to move up in the company.
658,72,147,Remote work opportunity,Wanted to work from home for better flexibility.
659,1210,2402,Desire for stability,Old industry was unpredictable.
660,1210,2402,Laid off,Got laid off and had to start over.
661,1210,2402,Work-life balance,Current job had long hours with no flexibility.
662,286,576,Industry decline,Old industry was shrinking with few jobs.
663,286,576,Laid off,Position was eliminated unexpectedly.
664,286,576,Relocation,Relocation forced a change in career.
665,889,1754,Better salary,Needed better compensation for my skills.
666,187,374,Relocation,Relocation forced a change in career.
667,187,374,Desire for stability,Old industry was unpredictable.
668,187,374,Flexible schedule,Old job didn't offer schedule flexibility.
669,1393,2756,Flexible schedule,Needed part-time or flexible working hours.
670,1393,2756,Better salary,Old job didn't pay enough to cover living costs.
671,953,1883,Remote work opportunity,Wanted to work from home for better flexibility.
672,953,1883,Burnout,Job was emotionally draining.
673,743,1454,Industry decline,Needed to move to a growing sector.
674,743,1454,Relocation,Relocation forced a change in career.
675,743,1454,Career growth,Wanted to pursue a leadership role.
676,54,112,Industry decline,Saw layoffs and instability in my field.
677,54,112,Work-life balance,Needed more time for family and health.
678,300,601,Career growth,Felt stuck in the same position for too long.
679,300,601,Pursuing passion,Wanted to follow my true interests.
680,1073,2138,Remote work opportunity,Wanted to work from home for better flexibility.
681,1050,2089,Job dissatisfaction,Felt unmotivated in my previous role.
682,1050,2089,Laid off,Company downsized and I lost my job.
683,1050,2089,Industry decline,Saw layoffs and instability in my field.
684,1328,2627,N/A,Old job didn't offer schedule flexibility.
685,1328,2627,Pursuing passion,Wanted to follow my true interests.
686,689,1343,Career growth,Felt stuck in the same position for too long.
687,689,1343,Industry decline,Saw layoffs and instability in my field.
688,689,1343,Better salary,Wanted to earn more to support my family.
689,768,1503,Burnout,Mentally exhausted from constant pressure.
690,768,1503,N/A,Seeking consistent income and benefits.
691,768,1503,Better salary,Old job didn't pay enough to cover living costs.
692,517,1019,Industry decline,Old industry was shrinking with few jobs.
693,517,1019,Burnout,Too much stress in the previous role.
694,780,1528,Flexible schedule,Old job didn't offer schedule flexibility.
695,780,1528,Pursuing passion,Wanted to follow my true interests.
696,1084,2155,Relocation,Relocated due to family reasons.
697,980,1938,Career growth,No opportunities to move up in the company.
698,1088,2161,Burnout,Job was emotionally draining.
699,144,294,Better salary,Old job didn't pay enough to cover living costs.
700,144,294,Desire for stability,Old industry was unpredictable.
701,364,728,Burnout,Too much stress in the previous role.
702,116,243,Burnout,Mentally exhausted from constant pressure.
703,116,243,Work-life balance,Current job had long hours with no flexibility.
704,116,243,Better salary,N/A
705,1352,2671,Work-life balance,Burned out from constant overtime.
706,1271,2523,Career growth,Wanted to pursue a leadership role.
707,1163,2309,Desire for stability,Old industry was unpredictable.
708,997,1976,Laid off,Got laid off and had to start over.
709,997,1976,Desire for stability,Seeking consistent income and benefits.
710,997,1976,Burnout,Job was emotionally draining.
711,58,124,Flexible schedule,Old job didn't offer schedule flexibility.
712,58,124,Pursuing passion,Wanted to follow my true interests.
713,58,124,Burnout,Too much stress in the previous role.
714,1495,2965,Desire for stability,Old industry was unpredictable.
715,1495,2965,Remote work opportunity,Wanted to work from home for better flexibility.
716,397,787,Burnout,Mentally exhausted from constant pressure.
717,269,541,Better salary,Wanted to earn more to support my family.
718,269,541,Pursuing passion,Switched to something I'm genuinely excited about.
719,269,541,Industry decline,Old industry was shrinking with few jobs.
720,1228,2441,Flexible schedule,Wanted better control over my time.
721,1228,2441,Job dissatisfaction,didn't enjoy the work I was doing.
722,1228,2441,Laid off,Company downsized and I lost my job.
723,1418,2808,Relocation,Relocated due to family reasons.
724,1418,2808,Burnout,Mentally exhausted from constant pressure.
725,1418,2808,Work-life balance,Needed more time for family and health.
726,1183,2346,Remote work opportunity,"New role allows remote work, which I prefer."
727,1183,2346,Burnout,Job was emotionally draining.
728,1296,2566,Relocation,Moved to a new city and needed a job switch.
729,1296,2566,Pursuing passion,Switched to something I'm genuinely excited about.
730,962,1902,Remote work opportunity,Wanted to work from home for better flexibility.
731,962,1902,Desire for stability,Seeking consistent income and benefits.
732,1493,2962,Industry decline,Old industry was shrinking with few jobs.
733,810,1591,Desire for stability,Seeking consistent income and benefits.
734,810,1591,Better salary,Needed better compensation for my skills.
735,810,1591,Job dissatisfaction,Company culture wasn't a good fit.
736,320,640,Work-life balance,Burned out from constant overtime.
737,320,640,Laid off,Company downsized and I lost my job.
738,276,557,Career growth,No opportunities to move up in the company.
739,276,557,Job dissatisfaction,Company culture wasn't a good fit.
740,818,1604,Burnout,Mentally exhausted from constant pressure.
741,818,1604,Laid off,Company downsized and I lost my job.
742,818,1604,Job dissatisfaction,didn't enjoy the work I was doing.
743,1359,2685,Relocation,Relocation forced a change in career.
744,1359,2685,Flexible schedule,Old job didn't offer schedule flexibility.
745,1359,2685,Career growth,Felt stuck in the same position for too long.
746,39,84,Job dissatisfaction,Company culture wasn't a good fit.
747,526,1032,Laid off,Got laid off and had to start over.
748,361,721,Desire for stability,Seeking consistent income and benefits.
749,9,19,Work-life balance,Burned out from constant overtime.
750,9,19,Remote work opportunity,Old job required daily commuting.
751,808,1587,Job dissatisfaction,Company culture wasn't a good fit.
752,808,1587,Burnout,Mentally exhausted from constant pressure.
753,984,1946,Industry decline,Needed to move to a growing sector.
754,984,1946,Flexible schedule,Old job didn't offer schedule flexibility.
755,984,1946,Work-life balance,N/A
756,994,1970,Burnout,Too much stress in the previous role.
757,260,524,Remote work opportunity,Old job required daily commuting.
758,260,524,Job dissatisfaction,didn't enjoy the work I was doing.
759,260,524,Flexible schedule,Old job didn't offer schedule flexibility.
760,599,1162,Relocation,Relocated due to family reasons.
761,487,960,Better salary,Needed better compensation for my skills.
762,86,180,Relocation,Relocation forced a change in career.
763,929,1831,Laid off,Position was eliminated unexpectedly.
764,236,481,Relocation,Relocated due to family reasons.
765,236,481,Pursuing passion,Wanted to follow my true interests.
766,236,481,Laid off,Company downsized and I lost my job.
767,641,1247,Flexible schedule,Old job didn't offer schedule flexibility.
768,641,1247,Work-life balance,Needed more time for family and health.
769,641,1247,Laid off,Position was eliminated unexpectedly.
770,1338,2646,Pursuing passion,Switched to something I'm genuinely excited about.
771,1338,2646,Career growth,Wanted to pursue a leadership role.
772,672,1312,Flexible schedule,Wanted better control over my time.
773,385,766,Job dissatisfaction,Company culture wasn't a good fit.
774,385,766,Career growth,Wanted to pursue a leadership role.
775,385,766,Pursuing passion,Wanted to follow my true interests.
776,940,1853,Work-life balance,Current job had long hours with no flexibility.
777,507,1002,Pursuing passion,Switched to something I'm genuinely excited about.
778,1153,2291,Better salary,Needed better compensation for my skills.
779,1153,2291,Relocation,Relocated due to family reasons.
780,878,1730,Work-life balance,Current job had long hours with no flexibility.
781,878,1730,Pursuing passion,Previous job wasn't aligned with my goals.
782,550,1070,Burnout,Mentally exhausted from constant pressure.
783,550,1070,Pursuing passion,Wanted to follow my true interests.
784,550,1070,Better salary,Needed better compensation for my skills.
785,510,1007,Flexible schedule,Wanted better control over my time.
786,510,1007,Desire for stability,Seeking consistent income and benefits.
787,510,1007,Burnout,Mentally exhausted from constant pressure.
788,982,1942,Job dissatisfaction,didn't enjoy the work I was doing.
789,982,1942,Remote work opportunity,"New role allows remote work, which I prefer."
790,1017,2023,Industry decline,Saw layoffs and instability in my field.
791,1017,2023,Job dissatisfaction,Company culture wasn't a good fit.
792,1017,2023,Better salary,Needed better compensation for my skills.
793,1261,2504,Relocation,Moved to a new city and needed a job switch.
794,1261,2504,Burnout,Job was emotionally draining.
795,1261,2504,Remote work opportunity,Old job required daily commuting.
796,730,1425,Relocation,Relocated due to family reasons.
797,730,1425,Better salary,Old job didn't pay enough to cover living costs.
798,560,1085,Career growth,Wanted to pursue a leadership role.
799,524,1029,Better salary,Needed better compensation for my skills.
800,1042,2075,Job dissatisfaction,didn't enjoy the work I was doing.
801,1042,2075,Pursuing passion,Wanted to follow my true interests.
802,970,1918,Flexible schedule,Needed part-time or flexible working hours.
803,95,201,Career growth,Wanted to pursue a leadership role.
804,1152,2288,Burnout,Job was emotionally draining.
805,1152,2288,Better salary,Wanted to earn more to support my family.
806,1008,2000,Work-life balance,Current job had long hours with no flexibility.
807,1008,2000,Better salary,Needed better compensation for my skills.
808,1008,2000,Relocation,Moved to a new city and needed a job switch.
809,8,17,Relocation,Moved to a new city and needed a job switch.
810,8,17,Better salary,Wanted to earn more to support my family.
811,831,1628,Better salary,Old job didn't pay enough to cover living costs.
812,831,1628,Career growth,No opportunities to move up in the company.
813,1040,2072,Burnout,Mentally exhausted from constant pressure.
814,243,494,Work-life balance,Burned out from constant overtime.
815,243,494,Relocation,Moved to a new city and needed a job switch.
816,1004,1992,Remote work opportunity,"New role allows remote work, which I prefer."
817,989,1957,Job dissatisfaction,Company culture wasn't a good fit.
818,989,1957,Burnout,Too much stress in the previous role.
819,265,535,Pursuing passion,Switched to something I'm genuinely excited about.
820,265,535,Relocation,Relocated due to family reasons.
821,265,535,Burnout,Job was emotionally draining.
822,430,849,Remote work opportunity,"New role allows remote work, which I prefer."
823,149,302,Pursuing passion,Wanted to follow my true interests.
824,149,302,Flexible schedule,Old job didn't offer schedule flexibility.
825,1263,2508,Job dissatisfaction,Felt unmotivated in my previous role.
826,1009,2002,Desire for stability,Seeking consistent income and benefits.
827,1009,2002,Laid off,Got laid off and had to start over.
828,863,1695,Remote work opportunity,Old job required daily commuting.
829,863,1695,Career growth,No opportunities to move up in the company.
830,656,1274,Flexible schedule,Wanted better control over my time.
831,656,1274,Pursuing passion,Wanted to follow my true interests.
832,310,620,Laid off,Company downsized and I lost my job.
833,145,295,Career growth,No opportunities to move up in the company.
834,277,558,Career growth,Felt stuck in the same position for too long.
835,277,558,Industry decline,Needed to move to a growing sector.
836,277,558,Better salary,Needed better compensation for my skills.
837,1202,2382,Relocation,Relocated due to family reasons.
838,1202,2382,Better salary,Old job didn't pay enough to cover living costs.
839,1202,2382,Job dissatisfaction,Company culture wasn't a good fit.
840,1289,2556,Pursuing passion,Previous job wasn't aligned with my goals.
841,1289,2556,Career growth,Felt stuck in the same position for too long.
842,1289,2556,Burnout,Job was emotionally draining.
843,175,352,Job dissatisfaction,Company culture wasn't a good fit.
844,175,352,Pursuing passion,Previous job wasn't aligned with my goals.
845,175,352,Flexible schedule,Needed part-time or flexible working hours.
846,882,1740,Burnout,Job was emotionally draining.
847,882,1740,Career growth,Wanted to pursue a leadership role.
848,833,1630,Career growth,Wanted to pursue a leadership role.
849,904,1781,Work-life balance,Needed more time for family and health.
850,904,1781,Career growth,Wanted to pursue a leadership role.
851,1306,2586,Industry decline,Needed to move to a growing sector.
852,973,1923,Relocation,Moved to a new city and needed a job switch.
853,279,561,Career growth,Felt stuck in the same position for too long.
854,279,561,Laid off,Got laid off and had to start over.
855,1188,2357,Desire for stability,Wanted a more secure job long-term.
856,1188,2357,Laid off,Position was eliminated unexpectedly.
857,1145,2271,Desire for stability,Wanted a more secure job long-term.
858,232,471,Better salary,Old job didn't pay enough to cover living costs.
859,232,471,Work-life balance,Burned out from constant overtime.
860,232,471,Job dissatisfaction,Felt unmotivated in my previous role.
861,917,1807,Relocation,Moved to a new city and needed a job switch.
862,917,1807,Desire for stability,Seeking consistent income and benefits.
863,917,1807,Burnout,Too much stress in the previous role.
864,266,536,Burnout,Job was emotionally draining.
865,1026,2046,Job dissatisfaction,didn't enjoy the work I was doing.
866,1026,2046,Remote work opportunity,"New role allows remote work, which I prefer."
867,341,680,Desire for stability,Wanted a more secure job long-term.
868,341,680,Career growth,Wanted to pursue a leadership role.
869,977,1932,Remote work opportunity,"New role allows remote work, which I prefer."
870,714,1392,Flexible schedule,Wanted better control over my time.
871,714,1392,Work-life balance,Needed more time for family and health.
872,1481,2936,Relocation,Relocation forced a change in career.
873,757,1481,Work-life balance,Needed more time for family and health.
874,1354,2676,Desire for stability,Wanted a more secure job long-term.
875,467,919,Laid off,Position was eliminated unexpectedly.
876,467,919,Pursuing passion,Wanted to follow my true interests.
877,914,1800,Job dissatisfaction,Company culture wasn't a good fit.
878,914,1800,Career growth,Felt stuck in the same position for too long.
879,914,1800,Burnout,Job was emotionally draining.
880,1182,2343,Pursuing passion,Switched to something I'm genuinely excited about.
881,1390,2748,Relocation,Relocation forced a change in career.
882,1390,2748,Better salary,Old job didn't pay enough to cover living costs.
883,732,1430,Desire for stability,Seeking consistent income and benefits.
884,732,1430,Job dissatisfaction,didn't enjoy the work I was doing.
885,732,1430,Relocation,Relocated due to family reasons.
886,1219,2418,Laid off,Got laid off and had to start over.
887,937,1847,Relocation,Relocation forced a change in career.
888,937,1847,Remote work opportunity,Old job required daily commuting.
889,937,1847,Job dissatisfaction,Felt unmotivated in my previous role.
890,434,857,Industry decline,Old industry was shrinking with few jobs.
891,434,857,Burnout,Too much stress in the previous role.
892,1464,2897,Laid off,Got laid off and had to start over.
893,1464,2897,Work-life balance,Needed more time for family and health.
894,1464,2897,Burnout,Too much stress in the previous role.
895,1500,2975,Laid off,Company downsized and I lost my job.
896,1500,2975,Desire for stability,Seeking consistent income and benefits.
897,1500,2975,Better salary,Needed better compensation for my skills.
898,399,790,Industry decline,Needed to move to a growing sector.
899,399,790,Laid off,Position was eliminated unexpectedly.
900,942,1858,N/A,N/A
901,1213,2407,Laid off,Position was eliminated unexpectedly.
902,1213,2407,Remote work opportunity,"New role allows remote work, which I prefer."
903,294,590,Better salary,Wanted to earn more to support my family.
904,294,590,Career growth,Wanted to pursue a leadership role.
905,1216,2412,Desire for stability,Seeking consistent income and benefits.
906,521,1025,Desire for stability,Old industry was unpredictable.
907,1262,2506,Pursuing passion,Switched to something I'm genuinely excited about.
908,1262,2506,Laid off,Got laid off and had to start over.
909,345,689,Better salary,Needed better compensation for my skills.
910,921,1813,Better salary,Needed better compensation for my skills.
911,612,1188,Flexible schedule,Old job didn't offer schedule flexibility.
912,612,1188,Laid off,Company downsized and I lost my job.
913,1347,2659,Desire for stability,Wanted a more secure job long-term.
914,1347,2659,Work-life balance,Current job had long hours with no flexibility.
915,1031,2054,Burnout,Job was emotionally draining.
916,1031,2054,Remote work opportunity,Old job required daily commuting.
917,1103,2193,Work-life balance,Needed more time for family and health.
918,1103,2193,Remote work opportunity,Old job required daily commuting.
919,1136,2258,Relocation,Moved to a new city and needed a job switch.
920,1136,2258,Career growth,No opportunities to move up in the company.
921,1136,2258,Better salary,Wanted to earn more to support my family.
922,358,714,Career growth,Wanted to pursue a leadership role.
923,358,714,Better salary,Needed better compensation for my skills.
924,358,714,Job dissatisfaction,Felt unmotivated in my previous role.
925,783,1535,Better salary,Wanted to earn more to support my family.
926,1430,2832,Work-life balance,Needed more time for family and health.
927,1430,2832,Relocation,Relocated due to family reasons.
928,1430,2832,Remote work opportunity,"New role allows remote work, which I prefer."
929,971,1919,Work-life balance,Needed more time for family and health.
930,971,1919,Industry decline,Old industry was shrinking with few jobs.
931,971,1919,Job dissatisfaction,Company culture wasn't a good fit.
932,540,1055,Burnout,Job was emotionally draining.
933,540,1055,Relocation,Relocation forced a change in career.
934,540,1055,Industry decline,Old industry was shrinking with few jobs.
935,515,1015,Flexible schedule,Needed part-time or flexible working hours.
936,632,1231,Work-life balance,Needed more time for family and health.
937,632,1231,Remote work opportunity,"New role allows remote work, which I prefer."
938,632,1231,Career growth,Felt stuck in the same position for too long.
939,581,1126,Laid off,Position was eliminated unexpectedly.
940,581,1126,Relocation,Moved to a new city and needed a job switch.
941,125,259,Work-life balance,Needed more time for family and health.
942,125,259,Burnout,Mentally exhausted from constant pressure.
943,350,698,Career growth,No opportunities to move up in the company.
944,315,628,Pursuing passion,Switched to something I'm genuinely excited about.
945,883,1742,Laid off,Company downsized and I lost my job.
946,1407,2785,Industry decline,Old industry was shrinking with few jobs.
947,1407,2785,Remote work opportunity,Wanted to work from home for better flexibility.
948,1407,2785,Flexible schedule,Wanted better control over my time.
949,682,1330,Relocation,Relocation forced a change in career.
950,1453,2878,Relocation,Moved to a new city and needed a job switch.
951,779,1526,Pursuing passion,Wanted to follow my true interests.
952,353,706,Burnout,Too much stress in the previous role.
953,353,706,Remote work opportunity,"New role allows remote work, which I prefer."
954,394,781,Job dissatisfaction,didn't enjoy the work I was doing.
955,1290,2558,Remote work opportunity,"New role allows remote work, which I prefer."
956,1290,2558,Industry decline,Needed to move to a growing sector.
957,1115,2218,Laid off,Got laid off and had to start over.
958,1115,2218,Industry decline,Saw layoffs and instability in my field.
959,1379,2727,Industry decline,Needed to move to a growing sector.
960,1159,2302,Desire for stability,Old industry was unpredictable.
961,201,404,Burnout,Mentally exhausted from constant pressure.
962,201,404,Flexible schedule,Needed part-time or flexible working hours.
963,201,404,Better salary,Old job didn't pay enough to cover living costs.
964,425,838,Remote work opportunity,Wanted to work from home for better flexibility.
965,1191,2361,Burnout,Job was emotionally draining.
966,700,1365,Pursuing passion,Switched to something I'm genuinely excited about.
967,721,1406,Career growth,Felt stuck in the same position for too long.
968,787,1541,Remote work opportunity,Old job required daily commuting.
969,1083,2154,Remote work opportunity,"New role allows remote work, which I prefer."
970,488,963,Better salary,Needed better compensation for my skills.
971,488,963,Pursuing passion,Switched to something I'm genuinely excited about.
972,488,963,Work-life balance,Needed more time for family and health.
973,1371,2708,Relocation,Relocation forced a change in career.
974,1371,2708,Remote work opportunity,Old job required daily commuting.
975,1371,2708,Better salary,Wanted to earn more to support my family.
976,490,968,Flexible schedule,Old job didn't offer schedule flexibility.
977,869,1710,Better salary,Wanted to earn more to support my family.
978,869,1710,Desire for stability,Seeking consistent income and benefits.
979,869,1710,Industry decline,Needed to move to a growing sector.
980,956,1890,Laid off,Company downsized and I lost my job.
981,956,1890,Remote work opportunity,Old job required daily commuting.
982,1029,2050,Career growth,Felt stuck in the same position for too long.
983,1029,2050,Industry decline,Saw layoffs and instability in my field.
984,1029,2050,Work-life balance,Current job had long hours with no flexibility.
985,985,1949,Better salary,Old job didn't pay enough to cover living costs.
986,985,1949,Desire for stability,Wanted a more secure job long-term.
987,287,577,Remote work opportunity,Wanted to work from home for better flexibility.
988,83,170,Work-life balance,Burned out from constant overtime.
989,83,170,Job dissatisfaction,Felt unmotivated in my previous role.
990,514,1012,Relocation,Relocation forced a change in career.
991,1428,2827,Pursuing passion,Wanted to follow my true interests.
992,1428,2827,Flexible schedule,Old job didn't offer schedule flexibility.
993,1428,2827,Industry decline,Saw layoffs and instability in my field.
994,270,542,Remote work opportunity,"New role allows remote work, which I prefer."
995,270,542,Career growth,Wanted to pursue a leadership role.
996,208,419,Pursuing passion,Switched to something I'm genuinely excited about.
997,208,419,Relocation,Relocation forced a change in career.
998,120,249,Remote work opportunity,Wanted to work from home for better flexibility.
999,120,249,Desire for stability,Wanted a more secure job long-term.
1000,574,1116,Pursuing passion,Switched to something I'm genuinely excited about.
1001,741,1447,Flexible schedule,Wanted better control over my time.
1002,849,1664,Job dissatisfaction,didn't enjoy the work I was doing.
1003,849,1664,Desire for stability,Seeking consistent income and benefits.
1004,849,1664,Flexible schedule,Wanted better control over my time.
1005,1070,2132,Relocation,Relocation forced a change in career.
1006,1070,2132,Flexible schedule,Wanted better control over my time.
1007,1070,2132,Desire for stability,Wanted a more secure job long-term.
1008,1148,2277,Relocation,Relocated due to family reasons.
1009,857,1681,Remote work opportunity,Old job required daily commuting.
1010,857,1681,Desire for stability,Old industry was unpredictable.
1011,857,1681,Relocation,Moved to a new city and needed a job switch.
1012,55,114,Laid off,Position was eliminated unexpectedly.
1013,55,114,Burnout,Job was emotionally draining.
1014,1203,2384,Career growth,No opportunities to move up in the company.
1015,1203,2384,Work-life balance,Burned out from constant overtime.
