sat_id,person_id,transition_id,sat_before,sat_after,sat_delta,notes
478,478,943,9,8,-1,Feels unsure about the new role and its demands.
479,479,944,9,7,-2,Struggles with job satisfaction after the transition.
480,480,945,10,8,-2,Struggles with job satisfaction after the transition.
481,481,947,10,9,-1,Feels unsure about the new role and its demands.
482,482,949,4,6,2,Feels more fulfilled and motivated after switching.
483,483,950,8,10,2,Feels more fulfilled and motivated after switching.
484,484,953,8,6,-2,Struggles with job satisfaction after the transition.
485,485,955,10,8,-2,Struggles with job satisfaction after the transition.
486,486,958,10,10,0,Change made little difference in overall happiness.
487,487,959,7,6,-1,Feels unsure about the new role and its demands.
488,488,962,2,4,2,Feels more fulfilled and motivated after switching.
489,489,966,9,10,1,Slight improvement in work-life balance and satisfaction.
490,490,967,8,10,2,Feels more fulfilled and motivated after switching.
491,491,970,8,10,2,Feels more fulfilled and motivated after switching.
492,492,972,5,6,1,Slight improvement in work-life balance and satisfaction.
493,493,975,1,1,0,Change made little difference in overall happiness.
494,494,977,2,1,-1,Feels unsure about the new role and its demands.
495,495,978,6,8,2,Feels more fulfilled and motivated after switching.
496,496,980,1,1,0,Change made little difference in overall happiness.
497,497,982,8,10,2,Feels more fulfilled and motivated after switching.
498,498,985,4,3,-1,Feels unsure about the new role and its demands.
499,499,986,10,9,-1,Feels unsure about the new role and its demands.
500,500,987,3,1,-2,Struggles with job satisfaction after the transition.
501,501,990,2,1,-1,Feels unsure about the new role and its demands.
502,502,992,5,6,1,Slight improvement in work-life balance and satisfaction.
503,503,993,2,2,0,Change made little difference in overall happiness.
504,504,996,9,8,-1,Feels unsure about the new role and its demands.
505,505,997,5,5,0,Change made little difference in overall happiness.
506,506,999,10,8,-2,Struggles with job satisfaction after the transition.
507,507,1002,9,10,1,Slight improvement in work-life balance and satisfaction.
508,508,1003,4,6,2,Feels more fulfilled and motivated after switching.
509,509,1006,3,5,2,Feels more fulfilled and motivated after switching.
510,510,1007,8,10,2,Feels more fulfilled and motivated after switching.
511,511,1008,6,8,2,Feels more fulfilled and motivated after switching.
512,512,1009,1,1,0,Change made little difference in overall happiness.
513,513,1011,7,7,0,Change made little difference in overall happiness.
514,514,1012,1,3,2,Feels more fulfilled and motivated after switching.
515,515,1015,10,10,0,Change made little difference in overall happiness.
516,516,1017,6,8,2,Feels more fulfilled and motivated after switching.
517,517,1019,3,3,0,Change made little difference in overall happiness.
518,518,1020,4,2,-2,Struggles with job satisfaction after the transition.
519,519,1021,7,6,-1,Feels unsure about the new role and its demands.
520,520,1023,2,5,3,Feels more fulfilled and motivated after switching.
521,521,1025,4,4,0,Change made little difference in overall happiness.
522,522,1026,2,4,2,Feels more fulfilled and motivated after switching.
523,523,1028,9,9,0,Change made little difference in overall happiness.
524,524,1029,9,10,1,Slight improvement in work-life balance and satisfaction.
525,525,1030,2,1,-1,Feels unsure about the new role and its demands.
526,526,1032,1,1,0,Change made little difference in overall happiness.
527,527,1033,7,7,0,Change made little difference in overall happiness.
528,528,1036,8,8,0,Change made little difference in overall happiness.
529,529,1038,7,5,-2,Struggles with job satisfaction after the transition.
530,530,1039,1,2,1,Slight improvement in work-life balance and satisfaction.
531,531,1042,2,1,-1,Feels unsure about the new role and its demands.
532,532,1043,5,3,-2,Struggles with job satisfaction after the transition.
533,533,1044,7,10,3,Feels more fulfilled and motivated after switching.
534,534,1045,2,4,2,Feels more fulfilled and motivated after switching.
535,535,1047,5,3,-2,Struggles with job satisfaction after the transition.
536,536,1049,8,10,2,Feels more fulfilled and motivated after switching.
537,537,1051,2,3,1,Slight improvement in work-life balance and satisfaction.
538,538,1053,2,5,3,Feels more fulfilled and motivated after switching.
539,539,1054,4,6,2,Feels more fulfilled and motivated after switching.
540,540,1055,2,1,-1,Feels unsure about the new role and its demands.
541,541,1057,5,3,-2,Struggles with job satisfaction after the transition.
542,542,1059,3,4,1,Slight improvement in work-life balance and satisfaction.
543,543,1060,3,6,3,Feels more fulfilled and motivated after switching.
544,544,1061,6,5,-1,Feels unsure about the new role and its demands.
545,545,1062,7,10,3,Feels more fulfilled and motivated after switching.
546,546,1064,9,8,-1,Feels unsure about the new role and its demands.
547,547,1066,9,9,0,Change made little difference in overall happiness.
548,548,1067,1,1,0,Change made little difference in overall happiness.
549,549,1069,5,4,-1,Feels unsure about the new role and its demands.
550,550,1070,6,9,3,Feels more fulfilled and motivated after switching.
551,551,1072,5,8,3,Feels more fulfilled and motivated after switching.
552,552,1073,9,10,1,Slight improvement in work-life balance and satisfaction.
553,553,1074,1,1,0,Change made little difference in overall happiness.
554,554,1075,9,10,1,Slight improvement in work-life balance and satisfaction.
555,555,1077,8,6,-2,Struggles with job satisfaction after the transition.
556,556,1078,7,6,-1,Feels unsure about the new role and its demands.
557,557,1080,6,4,-2,Struggles with job satisfaction after the transition.
558,558,1081,2,3,1,Slight improvement in work-life balance and satisfaction.
559,559,1083,2,5,3,Feels more fulfilled and motivated after switching.
560,560,1085,6,4,-2,Struggles with job satisfaction after the transition.
561,561,1086,7,10,3,Feels more fulfilled and motivated after switching.
562,562,1090,4,6,2,Feels more fulfilled and motivated after switching.
563,563,1092,2,4,2,Feels more fulfilled and motivated after switching.
564,564,1093,10,8,-2,Struggles with job satisfaction after the transition.
565,565,1096,10,8,-2,Struggles with job satisfaction after the transition.
566,566,1097,2,1,-1,Feels unsure about the new role and its demands.
567,567,1099,8,10,2,Feels more fulfilled and motivated after switching.
568,568,1102,5,6,1,Slight improvement in work-life balance and satisfaction.
569,569,1103,9,10,1,Slight improvement in work-life balance and satisfaction.
570,570,1106,8,9,1,Slight improvement in work-life balance and satisfaction.
571,571,1107,1,1,0,Change made little difference in overall happiness.
572,572,1110,9,9,0,Change made little difference in overall happiness.
573,573,1114,1,2,1,Slight improvement in work-life balance and satisfaction.
574,574,1116,9,10,1,Slight improvement in work-life balance and satisfaction.
575,575,1117,6,4,-2,Struggles with job satisfaction after the transition.
576,576,1118,10,8,-2,Struggles with job satisfaction after the transition.
577,577,1120,4,4,0,Change made little difference in overall happiness.
578,578,1122,5,8,3,Feels more fulfilled and motivated after switching.
579,579,1124,6,5,-1,Feels unsure about the new role and its demands.
580,580,1125,2,3,1,Slight improvement in work-life balance and satisfaction.
581,581,1126,9,7,-2,Struggles with job satisfaction after the transition.
582,582,1129,6,6,0,Change made little difference in overall happiness.
583,583,1131,7,5,-2,Struggles with job satisfaction after the transition.
584,584,1132,4,2,-2,Struggles with job satisfaction after the transition.
585,585,1134,3,6,3,Feels more fulfilled and motivated after switching.
586,586,1135,8,8,0,Change made little difference in overall happiness.
587,587,1137,3,3,0,Change made little difference in overall happiness.
588,588,1138,9,8,-1,Feels unsure about the new role and its demands.
589,589,1140,3,6,3,Feels more fulfilled and motivated after switching.
590,590,1141,4,7,3,Feels more fulfilled and motivated after switching.
591,591,1143,2,3,1,Slight improvement in work-life balance and satisfaction.
592,592,1144,3,5,2,Feels more fulfilled and motivated after switching.
593,593,1145,10,10,0,Change made little difference in overall happiness.
594,594,1148,5,7,2,Feels more fulfilled and motivated after switching.
595,595,1150,1,2,1,Slight improvement in work-life balance and satisfaction.
596,596,1155,10,10,0,Change made little difference in overall happiness.
597,597,1157,2,1,-1,Feels unsure about the new role and its demands.
598,598,1160,9,7,-2,Struggles with job satisfaction after the transition.
599,599,1162,7,7,0,Change made little difference in overall happiness.
600,600,1165,1,3,2,Feels more fulfilled and motivated after switching.
601,601,1168,1,1,0,Change made little difference in overall happiness.
602,602,1170,8,10,2,Feels more fulfilled and motivated after switching.
603,603,1172,4,5,1,Slight improvement in work-life balance and satisfaction.
604,604,1174,1,1,0,Change made little difference in overall happiness.
605,605,1175,8,10,2,Feels more fulfilled and motivated after switching.
606,606,1176,8,9,1,Slight improvement in work-life balance and satisfaction.
607,607,1178,4,3,-1,Feels unsure about the new role and its demands.
608,608,1181,2,1,-1,Feels unsure about the new role and its demands.
609,609,1182,6,6,0,Change made little difference in overall happiness.
610,610,1183,2,1,-1,Feels unsure about the new role and its demands.
611,611,1186,7,8,1,Slight improvement in work-life balance and satisfaction.
612,612,1188,1,1,0,Change made little difference in overall happiness.
613,613,1191,4,6,2,Feels more fulfilled and motivated after switching.
614,614,1194,5,3,-2,Struggles with job satisfaction after the transition.
615,615,1196,3,6,3,Feels more fulfilled and motivated after switching.
616,616,1199,10,10,0,Change made little difference in overall happiness.
617,617,1201,1,2,1,Slight improvement in work-life balance and satisfaction.
618,618,1204,9,9,0,Change made little difference in overall happiness.
619,619,1205,6,4,-2,Struggles with job satisfaction after the transition.
620,620,1207,2,2,0,Change made little difference in overall happiness.
621,621,1208,2,1,-1,Feels unsure about the new role and its demands.
622,622,1211,7,8,1,Slight improvement in work-life balance and satisfaction.
623,623,1212,1,1,0,Change made little difference in overall happiness.
624,624,1214,2,3,1,Slight improvement in work-life balance and satisfaction.
625,625,1216,8,8,0,Change made little difference in overall happiness.
626,626,1218,3,1,-2,Struggles with job satisfaction after the transition.
627,627,1219,7,6,-1,Feels unsure about the new role and its demands.
628,628,1223,3,3,0,Change made little difference in overall happiness.
629,629,1226,5,7,2,Feels more fulfilled and motivated after switching.
630,630,1227,10,10,0,Change made little difference in overall happiness.
631,631,1230,9,7,-2,Struggles with job satisfaction after the transition.
632,632,1231,6,6,0,Change made little difference in overall happiness.
633,633,1233,7,6,-1,Feels unsure about the new role and its demands.
634,634,1234,8,6,-2,Struggles with job satisfaction after the transition.
635,635,1237,6,5,-1,Feels unsure about the new role and its demands.
636,636,1240,10,10,0,Change made little difference in overall happiness.
637,637,1241,2,1,-1,Feels unsure about the new role and its demands.
638,638,1242,3,3,0,Change made little difference in overall happiness.
639,639,1243,9,9,0,Change made little difference in overall happiness.
640,640,1245,5,3,-2,Struggles with job satisfaction after the transition.
641,641,1247,7,10,3,Feels more fulfilled and motivated after switching.
642,642,1250,2,4,2,Feels more fulfilled and motivated after switching.
643,643,1251,5,3,-2,Struggles with job satisfaction after the transition.
644,644,1253,2,1,-1,Feels unsure about the new role and its demands.
645,645,1254,4,5,1,Slight improvement in work-life balance and satisfaction.
646,646,1255,1,1,0,Change made little difference in overall happiness.
647,647,1260,7,6,-1,Feels unsure about the new role and its demands.
648,648,1261,9,10,1,Slight improvement in work-life balance and satisfaction.
649,649,1262,7,5,-2,Struggles with job satisfaction after the transition.
650,650,1264,9,8,-1,Feels unsure about the new role and its demands.
651,651,1265,9,8,-1,Feels unsure about the new role and its demands.
652,652,1268,10,8,-2,Struggles with job satisfaction after the transition.
653,653,1269,2,4,2,Feels more fulfilled and motivated after switching.
654,654,1270,2,4,2,Feels more fulfilled and motivated after switching.
655,655,1273,8,8,0,Change made little difference in overall happiness.
656,656,1275,3,2,-1,Feels unsure about the new role and its demands.
657,657,1279,6,9,3,Feels more fulfilled and motivated after switching.
658,658,1280,9,8,-1,Feels unsure about the new role and its demands.
659,659,1284,8,8,0,Change made little difference in overall happiness.
660,660,1288,6,9,3,Feels more fulfilled and motivated after switching.
661,661,1290,4,7,3,Feels more fulfilled and motivated after switching.
662,662,1291,6,7,1,Slight improvement in work-life balance and satisfaction.
663,663,1293,10,10,0,Change made little difference in overall happiness.
664,664,1295,8,10,2,Feels more fulfilled and motivated after switching.
665,665,1296,10,10,0,Change made little difference in overall happiness.
666,666,1299,4,7,3,Feels more fulfilled and motivated after switching.
667,667,1302,2,5,3,Feels more fulfilled and motivated after switching.
668,668,1304,10,8,-2,Struggles with job satisfaction after the transition.
669,669,1306,7,6,-1,Feels unsure about the new role and its demands.
670,670,1307,3,3,0,Change made little difference in overall happiness.
671,671,1310,3,2,-1,Feels unsure about the new role and its demands.
672,672,1312,3,2,-1,Feels unsure about the new role and its demands.
673,673,1313,6,9,3,Feels more fulfilled and motivated after switching.
674,674,1314,10,10,0,Change made little difference in overall happiness.
675,675,1315,1,1,0,Change made little difference in overall happiness.
676,676,1316,9,10,1,Slight improvement in work-life balance and satisfaction.
677,677,1321,6,5,-1,Feels unsure about the new role and its demands.
678,678,1324,9,8,-1,Feels unsure about the new role and its demands.
679,679,1325,10,8,-2,Struggles with job satisfaction after the transition.
680,680,1328,3,3,0,Change made little difference in overall happiness.
681,681,1329,3,1,-2,Struggles with job satisfaction after the transition.
682,682,1330,10,9,-1,Feels unsure about the new role and its demands.
683,683,1331,7,6,-1,Feels unsure about the new role and its demands.
684,684,1332,6,7,1,Slight improvement in work-life balance and satisfaction.
685,685,1334,7,10,3,Feels more fulfilled and motivated after switching.
686,686,1335,7,8,1,Slight improvement in work-life balance and satisfaction.
687,687,1338,3,1,-2,Struggles with job satisfaction after the transition.
688,688,1339,4,7,3,Feels more fulfilled and motivated after switching.
689,689,1342,7,6,-1,Feels unsure about the new role and its demands.
690,690,1347,3,5,2,Feels more fulfilled and motivated after switching.
691,691,1348,1,4,3,Feels more fulfilled and motivated after switching.
692,692,1350,5,3,-2,Struggles with job satisfaction after the transition.
693,693,1351,4,2,-2,Struggles with job satisfaction after the transition.
694,694,1355,6,8,2,Feels more fulfilled and motivated after switching.
695,695,1357,2,1,-1,Feels unsure about the new role and its demands.
696,696,1359,8,9,1,Slight improvement in work-life balance and satisfaction.
697,697,1362,6,9,3,Feels more fulfilled and motivated after switching.
698,698,1363,7,10,3,Feels more fulfilled and motivated after switching.
699,699,1364,10,10,0,Change made little difference in overall happiness.
700,700,1365,7,5,-2,Struggles with job satisfaction after the transition.
701,701,1368,5,3,-2,Struggles with job satisfaction after the transition.
702,702,1369,1,1,0,Change made little difference in overall happiness.
703,703,1372,5,8,3,Feels more fulfilled and motivated after switching.
704,704,1374,2,2,0,Change made little difference in overall happiness.
705,705,1376,1,4,3,Feels more fulfilled and motivated after switching.
706,706,1377,6,6,0,Change made little difference in overall happiness.
707,707,1378,3,1,-2,Struggles with job satisfaction after the transition.
708,708,1380,5,7,2,Feels more fulfilled and motivated after switching.
709,709,1382,3,5,2,Feels more fulfilled and motivated after switching.
710,710,1384,4,7,3,Feels more fulfilled and motivated after switching.
711,711,1387,9,8,-1,Feels unsure about the new role and its demands.
712,712,1388,10,10,0,Change made little difference in overall happiness.
713,713,1390,2,3,1,Slight improvement in work-life balance and satisfaction.
714,714,1393,9,10,1,Slight improvement in work-life balance and satisfaction.
715,715,1394,7,7,0,Change made little difference in overall happiness.
716,716,1395,5,7,2,Feels more fulfilled and motivated after switching.
717,717,1400,2,2,0,Change made little difference in overall happiness.
718,718,1401,10,9,-1,Feels unsure about the new role and its demands.
719,719,1402,2,2,0,Change made little difference in overall happiness.
720,720,1404,10,10,0,Change made little difference in overall happiness.
721,721,1406,10,10,0,Change made little difference in overall happiness.
722,722,1408,3,4,1,Slight improvement in work-life balance and satisfaction.
723,723,1410,2,2,0,Change made little difference in overall happiness.
724,724,1411,6,5,-1,Feels unsure about the new role and its demands.
725,725,1416,1,3,2,Feels more fulfilled and motivated after switching.
726,726,1417,5,8,3,Feels more fulfilled and motivated after switching.
727,727,1419,2,4,2,Feels more fulfilled and motivated after switching.
728,728,1422,8,10,2,Feels more fulfilled and motivated after switching.
729,729,1424,9,10,1,Slight improvement in work-life balance and satisfaction.
730,730,1425,3,5,2,Feels more fulfilled and motivated after switching.
731,731,1429,2,4,2,Feels more fulfilled and motivated after switching.
732,732,1430,10,10,0,Change made little difference in overall happiness.
733,733,1431,10,10,0,Change made little difference in overall happiness.
734,734,1432,6,5,-1,Feels unsure about the new role and its demands.
735,735,1436,5,3,-2,Struggles with job satisfaction after the transition.
736,736,1437,3,3,0,Change made little difference in overall happiness.
737,737,1438,3,3,0,Change made little difference in overall happiness.
738,738,1441,8,6,-2,Struggles with job satisfaction after the transition.
739,739,1442,6,9,3,Feels more fulfilled and motivated after switching.
740,740,1446,1,3,2,Feels more fulfilled and motivated after switching.
741,741,1447,1,1,0,Change made little difference in overall happiness.
742,742,1450,8,10,2,Feels more fulfilled and motivated after switching.
743,743,1454,4,6,2,Feels more fulfilled and motivated after switching.
744,744,1455,10,10,0,Change made little difference in overall happiness.
745,745,1456,3,6,3,Feels more fulfilled and motivated after switching.
746,746,1460,6,9,3,Feels more fulfilled and motivated after switching.
747,747,1461,6,4,-2,Struggles with job satisfaction after the transition.
748,748,1462,10,10,0,Change made little difference in overall happiness.
749,749,1464,8,10,2,Feels more fulfilled and motivated after switching.
750,750,1466,2,3,1,Slight improvement in work-life balance and satisfaction.
751,751,1468,6,4,-2,Struggles with job satisfaction after the transition.
752,752,1469,2,5,3,Feels more fulfilled and motivated after switching.
753,753,1472,10,10,0,Change made little difference in overall happiness.
754,754,1473,10,9,-1,Feels unsure about the new role and its demands.
755,755,1475,7,10,3,Feels more fulfilled and motivated after switching.
756,756,1479,8,10,2,Feels more fulfilled and motivated after switching.
757,757,1481,9,10,1,Slight improvement in work-life balance and satisfaction.
758,758,1482,9,7,-2,Struggles with job satisfaction after the transition.
759,759,1484,7,6,-1,Feels unsure about the new role and its demands.
760,760,1485,8,9,1,Slight improvement in work-life balance and satisfaction.
761,761,1489,5,7,2,Feels more fulfilled and motivated after switching.
762,762,1491,8,7,-1,Feels unsure about the new role and its demands.
763,763,1494,7,9,2,Feels more fulfilled and motivated after switching.
764,764,1495,4,3,-1,Feels unsure about the new role and its demands.
765,765,1496,6,8,2,Feels more fulfilled and motivated after switching.
766,766,1499,6,4,-2,Struggles with job satisfaction after the transition.
767,767,1502,1,3,2,Feels more fulfilled and motivated after switching.
768,768,1503,1,3,2,Feels more fulfilled and motivated after switching.
769,769,1505,6,5,-1,Feels unsure about the new role and its demands.
770,770,1508,8,10,2,Feels more fulfilled and motivated after switching.
771,771,1510,4,2,-2,Struggles with job satisfaction after the transition.
772,772,1512,7,9,2,Feels more fulfilled and motivated after switching.
773,773,1513,1,4,3,Feels more fulfilled and motivated after switching.
774,774,1514,2,2,0,Change made little difference in overall happiness.
775,775,1517,5,4,-1,Feels unsure about the new role and its demands.
776,776,1518,5,6,1,Slight improvement in work-life balance and satisfaction.
777,777,1519,3,5,2,Feels more fulfilled and motivated after switching.
778,778,1524,7,6,-1,Feels unsure about the new role and its demands.
779,779,1525,1,3,2,Feels more fulfilled and motivated after switching.
780,780,1529,5,7,2,Feels more fulfilled and motivated after switching.
781,781,1530,7,9,2,Feels more fulfilled and motivated after switching.
782,782,1534,8,8,0,Change made little difference in overall happiness.
783,783,1535,8,7,-1,Feels unsure about the new role and its demands.
784,784,1536,9,9,0,Change made little difference in overall happiness.
785,785,1537,1,1,0,Change made little difference in overall happiness.
786,786,1539,8,10,2,Feels more fulfilled and motivated after switching.
787,787,1542,10,10,0,Change made little difference in overall happiness.
788,788,1543,4,4,0,Change made little difference in overall happiness.
789,789,1545,2,5,3,Feels more fulfilled and motivated after switching.
790,790,1546,2,5,3,Feels more fulfilled and motivated after switching.
791,791,1550,10,10,0,Change made little difference in overall happiness.
792,792,1553,2,4,2,Feels more fulfilled and motivated after switching.
793,793,1556,8,9,1,Slight improvement in work-life balance and satisfaction.
794,794,1557,4,5,1,Slight improvement in work-life balance and satisfaction.
795,795,1560,9,8,-1,Feels unsure about the new role and its demands.
796,796,1563,8,10,2,Feels more fulfilled and motivated after switching.
797,797,1566,4,3,-1,Feels unsure about the new role and its demands.
798,798,1568,10,10,0,Change made little difference in overall happiness.
799,799,1570,7,6,-1,Feels unsure about the new role and its demands.
800,800,1572,4,7,3,Feels more fulfilled and motivated after switching.
801,801,1577,8,7,-1,Feels unsure about the new role and its demands.
802,802,1578,6,9,3,Feels more fulfilled and motivated after switching.
803,803,1579,6,7,1,Slight improvement in work-life balance and satisfaction.
804,804,1581,3,1,-2,Struggles with job satisfaction after the transition.
805,805,1583,2,1,-1,Feels unsure about the new role and its demands.
806,806,1584,10,10,0,Change made little difference in overall happiness.
807,807,1586,6,4,-2,Struggles with job satisfaction after the transition.
808,808,1587,5,5,0,Change made little difference in overall happiness.
809,809,1589,3,4,1,Slight improvement in work-life balance and satisfaction.
810,810,1590,8,8,0,Change made little difference in overall happiness.
811,811,1593,2,5,3,Feels more fulfilled and motivated after switching.
812,812,1594,4,6,2,Feels more fulfilled and motivated after switching.
813,813,1595,8,6,-2,Struggles with job satisfaction after the transition.
814,814,1597,8,10,2,Feels more fulfilled and motivated after switching.
815,815,1598,2,1,-1,Feels unsure about the new role and its demands.
816,816,1600,6,9,3,Feels more fulfilled and motivated after switching.
817,817,1601,9,7,-2,Struggles with job satisfaction after the transition.
818,818,1603,9,9,0,Change made little difference in overall happiness.
819,819,1607,4,7,3,Feels more fulfilled and motivated after switching.
820,820,1608,10,10,0,Change made little difference in overall happiness.
821,821,1610,5,4,-1,Feels unsure about the new role and its demands.
822,822,1611,7,9,2,Feels more fulfilled and motivated after switching.
823,823,1612,1,4,3,Feels more fulfilled and motivated after switching.
824,824,1613,5,7,2,Feels more fulfilled and motivated after switching.
825,825,1616,8,6,-2,Struggles with job satisfaction after the transition.
826,826,1618,7,6,-1,Feels unsure about the new role and its demands.
827,827,1619,8,10,2,Feels more fulfilled and motivated after switching.
828,828,1621,2,1,-1,Feels unsure about the new role and its demands.
829,829,1624,8,10,2,Feels more fulfilled and motivated after switching.
830,830,1625,8,10,2,Feels more fulfilled and motivated after switching.
831,831,1628,9,7,-2,Struggles with job satisfaction after the transition.
832,832,1629,6,5,-1,Feels unsure about the new role and its demands.
833,833,1631,8,8,0,Change made little difference in overall happiness.
834,834,1633,1,1,0,Change made little difference in overall happiness.
835,835,1635,1,1,0,Change made little difference in overall happiness.
836,836,1637,4,6,2,Feels more fulfilled and motivated after switching.
837,837,1639,4,7,3,Feels more fulfilled and motivated after switching.
838,838,1642,10,10,0,Change made little difference in overall happiness.
839,839,1643,6,7,1,Slight improvement in work-life balance and satisfaction.
840,840,1645,10,10,0,Change made little difference in overall happiness.
841,841,1646,3,2,-1,Feels unsure about the new role and its demands.
842,842,1651,6,8,2,Feels more fulfilled and motivated after switching.
843,843,1652,7,7,0,Change made little difference in overall happiness.
844,844,1654,1,4,3,Feels more fulfilled and motivated after switching.
845,845,1656,6,5,-1,Feels unsure about the new role and its demands.
846,846,1658,1,1,0,Change made little difference in overall happiness.
847,847,1660,5,4,-1,Feels unsure about the new role and its demands.
848,848,1662,4,2,-2,Struggles with job satisfaction after the transition.
849,849,1665,9,8,-1,Feels unsure about the new role and its demands.
850,850,1666,4,5,1,Slight improvement in work-life balance and satisfaction.
851,851,1670,8,7,-1,Feels unsure about the new role and its demands.
852,852,1672,5,4,-1,Feels unsure about the new role and its demands.
853,853,1674,8,10,2,Feels more fulfilled and motivated after switching.
854,854,1676,4,6,2,Feels more fulfilled and motivated after switching.
855,855,1677,2,4,2,Feels more fulfilled and motivated after switching.
856,856,1680,3,4,1,Slight improvement in work-life balance and satisfaction.
857,857,1681,3,3,0,Change made little difference in overall happiness.
858,858,1682,4,7,3,Feels more fulfilled and motivated after switching.
859,859,1685,3,2,-1,Feels unsure about the new role and its demands.
860,860,1688,10,10,0,Change made little difference in overall happiness.
861,861,1689,2,1,-1,Feels unsure about the new role and its demands.
862,862,1692,7,9,2,Feels more fulfilled and motivated after switching.
863,863,1695,1,2,1,Slight improvement in work-life balance and satisfaction.
864,864,1696,10,10,0,Change made little difference in overall happiness.
865,865,1700,8,8,0,Change made little difference in overall happiness.
866,866,1703,7,10,3,Feels more fulfilled and motivated after switching.
867,867,1705,10,10,0,Change made little difference in overall happiness.
868,868,1709,6,8,2,Feels more fulfilled and motivated after switching.
869,869,1710,8,10,2,Feels more fulfilled and motivated after switching.
870,870,1712,4,5,1,Slight improvement in work-life balance and satisfaction.
871,871,1714,3,1,-2,Struggles with job satisfaction after the transition.
872,872,1716,10,10,0,Change made little difference in overall happiness.
873,873,1719,1,4,3,Feels more fulfilled and motivated after switching.
874,874,1721,8,8,0,Change made little difference in overall happiness.
875,875,1722,4,6,2,Feels more fulfilled and motivated after switching.
876,876,1726,7,8,1,Slight improvement in work-life balance and satisfaction.
877,877,1728,6,5,-1,Feels unsure about the new role and its demands.
878,878,1730,7,10,3,Feels more fulfilled and motivated after switching.
879,879,1732,1,4,3,Feels more fulfilled and motivated after switching.
880,880,1736,9,10,1,Slight improvement in work-life balance and satisfaction.
881,881,1737,10,10,0,Change made little difference in overall happiness.
882,882,1739,10,8,-2,Struggles with job satisfaction after the transition.
883,883,1741,2,1,-1,Feels unsure about the new role and its demands.
884,884,1743,2,4,2,Feels more fulfilled and motivated after switching.
885,885,1745,10,10,0,Change made little difference in overall happiness.
886,886,1747,9,10,1,Slight improvement in work-life balance and satisfaction.
887,887,1749,3,6,3,Feels more fulfilled and motivated after switching.
888,888,1751,5,7,2,Feels more fulfilled and motivated after switching.
889,889,1754,3,2,-1,Feels unsure about the new role and its demands.
890,890,1755,8,7,-1,Feels unsure about the new role and its demands.
891,891,1756,7,6,-1,Feels unsure about the new role and its demands.
892,892,1759,7,5,-2,Struggles with job satisfaction after the transition.
893,893,1760,6,5,-1,Feels unsure about the new role and its demands.
894,894,1761,7,8,1,Slight improvement in work-life balance and satisfaction.
895,895,1762,1,2,1,Slight improvement in work-life balance and satisfaction.
896,896,1763,6,7,1,Slight improvement in work-life balance and satisfaction.
897,897,1764,3,4,1,Slight improvement in work-life balance and satisfaction.
898,898,1765,6,8,2,Feels more fulfilled and motivated after switching.
899,899,1766,2,1,-1,Feels unsure about the new role and its demands.
900,900,1769,3,3,0,Change made little difference in overall happiness.
901,901,1772,6,7,1,Slight improvement in work-life balance and satisfaction.
902,902,1774,1,1,0,Change made little difference in overall happiness.
903,903,1778,7,7,0,Change made little difference in overall happiness.
904,904,1779,3,6,3,Feels more fulfilled and motivated after switching.
905,905,1782,4,6,2,Feels more fulfilled and motivated after switching.
906,906,1785,3,5,2,Feels more fulfilled and motivated after switching.
907,907,1787,6,7,1,Slight improvement in work-life balance and satisfaction.
908,908,1789,6,4,-2,Struggles with job satisfaction after the transition.
909,909,1790,10,9,-1,Feels unsure about the new role and its demands.
910,910,1793,10,9,-1,Feels unsure about the new role and its demands.
911,911,1796,4,3,-1,Feels unsure about the new role and its demands.
912,912,1798,9,9,0,Change made little difference in overall happiness.
913,913,1799,3,3,0,Change made little difference in overall happiness.
914,914,1801,7,8,1,Slight improvement in work-life balance and satisfaction.
915,915,1802,1,3,2,Feels more fulfilled and motivated after switching.
916,916,1803,4,4,0,Change made little difference in overall happiness.
917,917,1807,6,5,-1,Feels unsure about the new role and its demands.
918,918,1808,2,1,-1,Feels unsure about the new role and its demands.
919,919,1809,10,10,0,Change made little difference in overall happiness.
920,920,1810,3,1,-2,Struggles with job satisfaction after the transition.
921,921,1813,2,1,-1,Feels unsure about the new role and its demands.
922,922,1815,6,6,0,Change made little difference in overall happiness.
923,923,1817,1,1,0,Change made little difference in overall happiness.
924,924,1819,9,8,-1,Feels unsure about the new role and its demands.
925,925,1821,3,5,2,Feels more fulfilled and motivated after switching.
926,926,1825,7,10,3,Feels more fulfilled and motivated after switching.
927,927,1826,3,1,-2,Struggles with job satisfaction after the transition.
928,928,1829,5,5,0,Change made little difference in overall happiness.
929,929,1830,10,10,0,Change made little difference in overall happiness.
930,930,1832,6,5,-1,Feels unsure about the new role and its demands.
931,931,1834,2,1,-1,Feels unsure about the new role and its demands.
932,932,1837,2,4,2,Feels more fulfilled and motivated after switching.
933,933,1838,3,2,-1,Feels unsure about the new role and its demands.
934,934,1842,9,7,-2,Struggles with job satisfaction after the transition.
935,935,1844,7,6,-1,Feels unsure about the new role and its demands.
936,936,1845,5,3,-2,Struggles with job satisfaction after the transition.
937,937,1847,7,6,-1,Feels unsure about the new role and its demands.
938,938,1849,10,8,-2,Struggles with job satisfaction after the transition.
939,939,1851,10,9,-1,Feels unsure about the new role and its demands.
940,940,1852,4,3,-1,Feels unsure about the new role and its demands.
941,941,1855,8,10,2,Feels more fulfilled and motivated after switching.
